clip_id	duration	yt_url	candidate_1	p_ca_voxlingua	p_ca_mms	tier	review_verdict	review_notes
ab5f6a5c-9598-4252-95de-54387461c2d3	13.74	https://www.youtube.com/watch?v=X8wqin7sNTU&t=5995	 el propio folgado no negociarà la reclamació amb bueno pues no no la pot fer que no diga no s'ho tros que nosaltres com	0.0582	0.0093	1	correct	
1d98a17c-a70e-45d9-8b12-4934d20a2d0f	9.30	https://www.youtube.com/watch?v=IFf1nPTndxg&t=1347	 i la resta seria si fa no fa potser pujaria el de mels delictes contra el trànsit a la resta més o menys seria el matei	1.0	0.9998	0		
08f4b4b2-8971-4955-bc0b-85c760f47c8e	18.33	https://www.youtube.com/watch?v=m5mJ05RhzG0&t=2	 actualment estem gestionant cinc centres d'interpretació i una i vint-i-tres espais històrics visitables a i intentem d	1.0	0.9997	0		
5bd206ed-27ad-4dda-bf43-c894de46a168	20.16	https://www.youtube.com/watch?v=qVfjdRC8fdk&t=3582	ens fa temps molt temps que algunes d'elles ho ha estat reclamant i és evident que donen un servei i que generen d'onze 	0.9999	0.9969	0		
0690d961-03bd-409a-aa3e-3e2505473963	7.62	https://www.youtube.com/watch?v=GRplYfBHmLM&t=12507	 ah i noble molt bé vinga un problema de nova mos alcampo que ai sais ha tranquilo zona de valència	0.0008	0.0003	2	correct	
422feac0-769f-4e73-9bf3-7006b85d4da2	12.54	https://www.youtube.com/watch?v=6pYNbNR4o44&t=3154	 gràcies senyora presidenta evidentment ja ho hem posat de manifest anteriorment a vostès pengen les carpetes públiques 	1.0	0.9988	0		
0778e6b9-7aa6-4df2-8046-0694430dc92c	20.01	https://www.youtube.com/watch?v=TJRpC9yVwU8&t=7809	 un ample no i territorialitzada més enllà de localitzacions concretes això ho vàrem passar el reglament de funcionament	0.9906	0.9909	0		
bc5d4092-537b-4c04-979a-814ac0f9d6ed	4.65	https://www.youtube.com/watch?v=XVIzAtczq6Y&t=674	 bé sobre el consell d'administració augmentar queden començarà el procés de creació del consell d'administració	0.9972	0.9927	0		
02cc1cd9-dfb0-4a53-8af9-63b9c85fa8e2	7.08	https://www.youtube.com/watch?v=mybF99FospM&t=12390	que a vore no cosa bosquet cefeu a l'altura de motor de la senyoria n'hi havia allí	0.9867	0.8564	0		
9ceaaed7-0dd7-4901-b855-dd195d02435c	20.01	https://www.youtube.com/watch?v=GcL55opJXys&t=1125	alta de riesgo la mayoría de los expertes weaver fi amablement viejos el lugar de tian algú no està funcionant d'orient 	0.1184	0.2353	0		
ff7bf5e9-34b0-424b-b91e-a910f3e8589e	16.29	https://www.youtube.com/watch?v=T3V3PEAd-cE&t=1010	 il·luminen treballeu empresa del de de proveïdors de primer d'eso intervé no llegís vaig començar els hagueren allò va 	0.986	0.985	0		
3ea70a01-2c5e-4c32-ba60-dae6f0653ebc	5.46	https://www.youtube.com/watch?v=RCgPuhXq5X8&t=2347	 tan aviat encabotament de les seves instal·lacions central amb la de cable de lloguer	1.0	0.9993	0		
c7041c35-fbdc-4dfa-81bc-3d2a2bae0b8e	7.38	https://www.youtube.com/watch?v=GRplYfBHmLM&t=10760	 llegeixo a orar a criar introduït a les dites queden fiades por los indicadors mestressa pujant de comissions obreres	0.2196	0.0571	1	correct	
98ef35a0-5019-47d2-a891-2b387e6d74f2	20.16	https://www.youtube.com/watch?v=tFJrQ65cXY8&t=5343	pacient amb aquest procés si s'ha partit en tota la prova exculpatòria d'aquest procés no acabo de veure-ho clar en el p	1.0	0.9995	0		
0887c1f9-2a53-4fa1-8a88-98351e5f967b	20.16	https://www.youtube.com/watch?v=wwI_zXihIlk&t=330	bé que seqüela observar en el de la xoc comparador és que en el centro del poder judicial s'ha promociona suerte d'espec	0.1681	0.0464	1	correct	
6e792fc2-5d67-4669-b9a4-4e242dff7f29	19.74	https://www.youtube.com/watch?v=oFTNGu6C-5E&t=3091	 era plaga curicó entrenarà per cobrir de corea de la deficient en cas de l'ami endogees la posaries en l'assaig amira n	0.5263	0.0373	1	correct	
dd4d6e41-0ee2-4a27-bc97-e9496bfca2a8	6.15	https://www.youtube.com/watch?v=7FueKMVoKac&t=129	en tots els països del consell d'europa ara tenim un codi d'ètica per al sistema penitenciari	0.9998	0.9998	0		
402dfe40-66a6-4679-a5ba-56eb5a8e6fa2	11.55	https://www.youtube.com/watch?v=QSCi88X-KGI&t=125	 dóna una mica la mesura la mesura del que són les coses en aquests moments jo sempre dic que en moments d'aquests de ll	1.0	0.9995	0		
7a1fd943-f4b7-43d9-a3ce-6ee3522dc0c6	6.54	https://www.youtube.com/watch?v=P0n7UCwb3M8&t=10940	 seria bo per a la la proposta i llindes d'indis de treball	0.9949	0.9923	0		
d2594c4a-4c42-470a-9045-330be5561826	16.47	https://www.youtube.com/watch?v=H9Pi-hMJD7c&t=659	 i l'estalvi de miso planer estreteixen aznar encegar cuenta de que hay una augmento de mujeres que haura estan declaran	0.0213	0.0971	1	correct	
a03de6d9-7c6a-41fd-932d-b1627e1350eb	15.60	https://www.youtube.com/watch?v=uGSP-TPJmsE&t=3326	 més de la meitat de la força la gent amb problemes de la reportera de manca de recursos econòmics no tenen problema t'h	1.0	0.9996	0		
8f97e451-b7f8-41c7-b3f1-be8c0390ef52	6.57	https://www.youtube.com/watch?v=kKrIidfb2Z4&t=520	 que no existe competir aquest plenes de desè se poder profunditzar en un en un sistema que	0.8483	0.8742	0		
43719e21-b4dd-4e89-b9f0-88d0b6e5955a	17.58	https://www.youtube.com/watch?v=8dnXzrN7SDY&t=3414	 es fa l' dia i hora on oscar està jo només m'he plantejat a en com argument és a dir que és el que argumenta una pa i q	1.0	0.9999	0		
641aee4b-db2c-4cfe-8ca9-f426f891d921	3.45	https://www.youtube.com/watch?v=gO9McsskpXY&t=89	 com a grup de comunicació líder a internet	0.9991	0.9946	0		
7eb6860f-3e17-49be-9cf6-5122e07f5e1a	19.68	https://www.youtube.com/watch?v=LPtJU3CSziY&t=363	 la sorpresa no cancer voldrà dir que està passant com és que inicialment tenim aquesta sensació no i fins i tot hi ha c	0.9999	0.9998	0		
c4451d92-1608-401a-89e3-4a1278af021d	19.44	https://www.youtube.com/watch?v=9BtyEx9GQGE&t=84	 val a ser-ho jo s'adrecés adapta por massa bé profà aida ateneu la raó del qual tothom nous endur-se pur molt bé vells 	0.0	0.0006	2	correct	
42c5ebd7-eed7-4a97-9bc2-dade0d5fdbe5	6.84	https://www.youtube.com/watch?v=UWKNamS4bew&t=950	 quartet de l'ajuntament dos mil dotze monocràcia de l'exiliat relatives a patir per riure o xerès minuet	0.151	0.0181	1	correct	
3f53c55c-cfbb-43b1-8aa4-d87c5d682b67	7.59	https://www.youtube.com/watch?v=52vPhVbnxis&t=4184	per tant això és el que veiem vostès bé per això que s'entrava en joan han dit que si vostès amb les seves orientacions 	0.8401	0.9881	0		
065886c6-8ea9-4efb-bb87-39ffd2eec73f	11.64	https://www.youtube.com/watch?v=tJsfkZgHN18&t=6337	 però també les limitacions de servei del programa poden ser superades si les víctimes van estar personades en el moment	1.0	0.9996	0		
53ec9a6c-d3fc-419b-bce1-ee37f1b19af9	16.53	https://www.youtube.com/watch?v=wkaEVW3OQiU&t=1449	 el centre ortínez dinamitzador és evident no se'n ressent però sent quan fa digital sentar a deixar això no em fie té c	0.0139	0.0085	2	correct	
a14ddab6-7e00-45aa-81d5-e5bc6663cf87	20.16	https://www.youtube.com/watch?v=pW_cpsUbasA&t=66	si em permets una alleugerar intent decoració esquila excepcionalitats comporta sempre una correlació amb els proves men	0.9935	0.9453	0		
f2d5084f-47d7-4984-bb82-46164f54f13f	4.35	https://www.youtube.com/watch?v=GPSvQkasENA&t=1419	 i ara la part inferior amb dir-ho doncs escoltar avui colocar una segona imatge	0.9954	0.9997	0		
851641ce-da77-4c4f-a97c-50b54a8133c6	13.32	https://www.youtube.com/watch?v=7NsOCq6X1b4&t=2651	 passem al següent punt pot donar lectura al número setze militar en el qual sitges proposa informar favorablement el pl	1.0	0.9995	0		
dc82bc5e-047f-49e2-8ed1-10cc79bea1a0	20.13	https://www.youtube.com/watch?v=FkPWqzTlG5c&t=170	 retirar de la que es parla molt sovint i que a vegades és merament retòrica per tant primer de caolí llançar és la nece	1.0	0.9997	0		
78761487-ddf2-4c2e-af4f-1e09dcd15972	19.86	https://www.youtube.com/watch?v=YprsQRxCkfc&t=5086	 respectar a el tema que s'ha comptat de gassol l'ús o el personal i a més no com tampoc podem entrar en aquest punt a f	0.9538	0.7784	0		
ba399895-a1ef-469a-9e2f-27de83050466	19.92	https://www.youtube.com/watch?v=SCuSMVJoZfE&t=148	 de agafem imatges qualsevol i això ens serveix per il·lustrar el que us vull explicar greu una de les coses que et tran	1.0	0.9999	0		
1cfe1cbc-6ef1-417f-a635-f7743af231b8	19.86	https://www.youtube.com/watch?v=fUcbSuAb8dQ&t=12086	tiva i policial i tina que serà el gob pactada parar marees legislatures i que no canvie con independència del color del	0.5717	0.4781	0		
b67228c6-4fbe-4190-9796-27d34b55d61b	19.83	https://www.youtube.com/watch?v=rIJ_Uy64NLg&t=4218	 anant directament als pressupostos no faroners girs per real partida perquè crec que no cal el primer que constatem és 	0.995	0.9982	0		
d1b20eaf-95bb-4683-b845-fc3a66a228bf	6.99	https://www.youtube.com/watch?v=Kh7LKoV8Sic&t=1026	cervell i més al servei d'unes persones que s'estan desenvolupant dons en quet en aquest precís instant	0.9998	0.9997	0		
d761b481-3ca5-4b5c-af8b-76efb5d17cb4	19.86	https://www.youtube.com/watch?v=btTR-yUXZzE&t=190	 intervenció en les que feia bo acabo néstor salvador seguí seté any os nunca han entrat al de ensenyar a pintar no no s	0.1807	0.2103	0		
35cb2981-4b74-4c9c-9313-bb15b48b7315	20.04	https://www.youtube.com/watch?v=-aZWkCSFJu0&t=1367	 plou a mi no m'interessa tant el futur de la cultura portuguesa coneixent-lo i il·lustrador i fi nom hidratat d'actuaci	0.3355	0.4412	0		
55c1ae00-5a67-4744-a74a-ef1ccdb1c52b	19.80	https://www.youtube.com/watch?v=n706KDJzWrU&t=95	 les persones que nosaltres i tremp doncs jo penso que s'assembla bastant a la població que també ens ve després de fer 	1.0	0.9996	0		
d10ff034-6cd8-4e95-bc74-b9dcd7d2e066	19.53	https://www.youtube.com/watch?v=CqLGa0UqkRY&t=178	 la futura serà la informàtica pot solucionar el problema de més de ser justes i després quan tenim tot això ho hem d'ub	0.9924	0.999	0		
604e415d-0c35-4662-b537-c5482e199934	17.55	https://www.youtube.com/watch?v=ULR7gmKbPac&t=2589	no tenen un modelat trabajo logan és una mica fer un homentage yola noteu que implicarà una manera polígon urbà per reci	0.0799	0.0356	1	correct	
f94fb26e-74b7-4c84-b0ab-ca548af466e1	20.16	https://www.youtube.com/watch?v=u90s5KV3ZMY&t=3558	potser ingènuament en els al partit popular ciutadans i del partit socialista es pensen que amb el llevant no sols no se	0.9999	0.999	0		
ce2666b7-1426-4bce-aa7a-1f555a88e73c	19.80	https://www.youtube.com/watch?v=XiURaIKwh2I&t=2453	 també el sistema de serveis socials i t'hi focalitzo l'article dinou de la convenció que ens demana que siguem capaços 	1.0	0.9997	0		
910d6fc7-a224-4a89-94a4-329121cb5f0d	5.94	https://www.youtube.com/watch?v=8dvYHgL97vU&t=250	 seth que el que és menys cert formalitzada és més acceptable i controvertida que la unitat espacial	0.9974	0.9988	0		
7a1ea79d-fca2-4d46-84c1-5b23fba94a2a	5.64	https://www.youtube.com/watch?v=JrKW0CkQKWA&t=13883	 relacions però dels senyors gutiérrez sanchis masson avila	0.4777	0.5694	0		
f0a247bf-d9dd-4723-a015-a58be5467862	17.19	https://www.youtube.com/watch?v=TpNFGu40jqs&t=3140	 faré la feina aleshores jo he defensat sempre ell i no fa gaire vaig fer a la facultat de larves de barcelona la teva t	0.9931	0.9908	0		
22ebde57-6a19-43f1-8c72-951b0ff22ebd	15.30	https://www.youtube.com/watch?v=AlqC-CxLx00&t=1729	 ha estat per sobre de tot oposat al reconeixement de catalunya com a nació i a les seves demandes d'una més gran d'evol	1.0	0.9995	0		
c25e73d9-1bca-4948-b55f-e69a4a5ae5f9	6.60	https://www.youtube.com/watch?v=koNk4WSChvc&t=1571	social treballa vincles des del principi de realitat i el principi de idealitat	0.9902	0.9963	0		
93134755-2a43-4650-a378-6d4259f09429	8.25	https://www.youtube.com/watch?v=wZrAvCYJAg8&t=10807	 una tarda de dissabte la tarda a cinc i que per tant tants i a la pròpia escola ja n'era conscient en això que van deci	1.0	0.9999	0		
36f2f91c-876f-403f-b03c-ce28dfd27831	18.93	https://www.youtube.com/watch?v=buB7yc8Mhns&t=3495	 tinc tot dibuixat i tot fet l'apaga persones era més complexa per tant nosaltres no no volem lligar no és aquest blog a	0.9995	0.9963	0		
57c5769e-74a9-4cb2-b7d6-77dac5c405b8	4.17	https://www.youtube.com/watch?v=FJh77SSomc0&t=1185	 ona tanta demanda forma positiva la coordenades afamegat aneu agafant els camps de treball	0.3919	0.0277	1	correct	
524d54e4-32a3-4155-a486-b32d5805307d	20.16	https://www.youtube.com/watch?v=JwTkw02QSR8&t=7555	està d'acord i depenen de cada proposta siga de vostès em pos a tossa de mar a la mà recolzar-la i crec que d'esta maner	0.9806	0.9953	0		
90a1f8f8-90cc-4a87-a973-ee8fb8abc975	5.31	https://www.youtube.com/watch?v=mWejfPVYMgM&t=3801	 albiol intrapersonal o s'ha notat molt la pastisseria i patologies	0.1018	0.0602	1	correct	
ffd343a4-60aa-4115-8d71-9460987c65f7	20.16	https://www.youtube.com/watch?v=ENKEcm1lKV4&t=1725	a reduir les administracions evidentment fèiem faríem una reducció sobrenatural serveixin propi però convé com bé he dit	0.8019	0.7535	0		
f55a4cdd-10a6-4cd8-aaf9-7585beac9a2d	20.13	https://www.youtube.com/watch?v=6pofiBENBpc&t=81	 estoneta en la part segona d'aquesta reunió que farem per explicar-vos una de les nostres estrelles de servei que és de	1.0	0.9998	0		
9259a9e7-bf1f-42f6-afa5-3953970e0f72	9.96	https://www.youtube.com/watch?v=oyccaHKkrnw&t=2378	 l'event va respondre al mateix temps que l'autodeterminació només pot significar la secessió de les nacions	0.984	0.9993	0		
aa586d7f-5e14-4299-85c0-b9e33fd2d6f6	3.18	https://www.youtube.com/watch?v=jPQYi7h1e2c&t=221	 en relació a l'equip de govern local i decrets d'alcaldia	0.9957	0.9257	0		
7207f1b2-6f9c-40b6-b237-62767b58a8e9	19.38	https://www.youtube.com/watch?v=z3iZ7iS8-w0&t=138	 doncs que hi ha una de presenta un panorama d'aplicació més positiu que el codi penal que tenien vigent fins al trenta 	1.0	0.9989	0		
f763a38a-2a64-4ec1-8ac8-d4dc6f1661a5	11.25	https://www.youtube.com/watch?v=tUiJfoAglN8&t=8112	veus una donar dues àrees vuitanta tres per cent cinquanta-sis mil cuidant de tres persones a què s'han encarit els rebu	0.9963	0.9989	0		
aabb949a-d244-4265-a287-5a24954b9a38	19.98	https://www.youtube.com/watch?v=GcL55opJXys&t=1287	 tienes long muy importante aníbal d'assajar bride of diario per varies coses m'ho penso moment passà de fita obligar-la	0.262	0.2327	0		
0a1ee8cb-c0c5-4e5b-86fc-50e8c838efa2	3.69	https://www.youtube.com/watch?v=_QKh8wsul5Y&t=1308	 i quedar-nos habitat exhibir que treballar amb xarxa	0.9994	0.9982	0		
8b1269aa-4624-4eb4-9a16-b89108379e30	3.78	https://www.youtube.com/watch?v=MmLe31Ldb-g&t=2334	ànim i no les oblidem	0.2686	0.0864	1	false_positive	
d78b88e0-932e-458e-85df-04416eec307e	6.21	https://www.youtube.com/watch?v=n84Z5IuBbso&t=2024	 un colega i os i s'emocionava se n'especifica para perpetradores de dones de les jerc mística la peça de cardiff	0.9287	0.8984	0		
4636bb43-eced-45d3-996e-d706e6dff317	19.89	https://www.youtube.com/watch?v=9BrIwVbZZ7c&t=3194	fàcil d'usar evoluciona la recuerda aquesta dient aquest humanos a que bastir jazz etcétera i et diran que tiren monnet 	0.6594	0.1783	0		
77f9557a-9905-429d-bd5d-e90f82dc2611	19.95	https://www.youtube.com/watch?v=xJBHAG4uFFE&t=10210	 tot i que l'ordenança i ha descrit el procediment a seguir quan hi ha una mossegada a una persona o a un a un minut o u	1.0	0.9979	0		
e70f6d3d-cfc0-4897-ab8f-161c8c3f76b0	19.74	https://www.youtube.com/watch?v=TYFOviaRerw&t=939	 la dita clima laboral que es viuen als jutjats i la intervenció que ha fet la yolanda també amb el amb el tema de l'evo	0.9993	0.9966	0		
6a725d4b-5a74-490b-80c2-1ec5b83368cc	4.32	https://www.youtube.com/watch?v=GZgypECJlo4&t=3601	 vols fer les famoses d'anar-se'n a la pell solen aquí un exemple	0.2104	0.1916	0		
75114794-6cda-48f6-af92-65ac0de80010	3.27	https://www.youtube.com/watch?v=FmFqdsPO3zo&t=2714	 i jo tindré medieval capellet aportant els vots	0.3312	0.0343	1	correct	
9f15e446-9483-4e20-be22-6d9772311ccd	8.55	https://www.youtube.com/watch?v=mybF99FospM&t=523	tota la població que s'hi estigui o carolina fanlo nova regidora de l'ajuntament de silla disposta a treballar per vosat	0.956	0.9878	0		
32006b97-e725-42d3-9405-eab724b09f6e	19.74	https://www.youtube.com/watch?v=z4huf2hSygA&t=2399	tena mosca acudir todos a sae assajar m'havien to que jo sí que que ho seria i quan esta bé me quedo con el mensaje busc	0.482	0.0618	1	correct	
c0cfb2d3-54a4-42d5-afa9-8b2ec8895bbe	20.16	https://www.youtube.com/watch?v=kNpgt3Qw3_M&t=16258	ni entre els i les cases particulars si compartien perquè són la residència habitual de bomber fino no és una activitat 	0.7363	0.6548	0		
ffe33a78-ad88-4ac8-afae-8537174b30e9	20.13	https://www.youtube.com/watch?v=LXHIs0OSwxE&t=1109	 fer l'activitat de los podries públicos sus pressupostos sus autoridades et como se gastar el dinero de les contribuent	0.0054	0.0234	2	correct	
cbcaccc8-3640-4782-b659-0bc63652bbf7	5.94	https://www.youtube.com/watch?v=nbLg7b79Jtk&t=169	 durante ni presentacions potser no deixa lloc a la mani podemos discutit l'havien eh perquè mos	0.9253	0.5881	0		
c38db51d-0855-47d5-bb28-ef3e7f6b84ac	20.13	https://www.youtube.com/watch?v=qGVMWHzHmcY&t=3322	xa clar l'informe l'haviem de lliurar l'avi abril o maig s'havien de lliurar l'informe d'inspecció per tant no vam poder	0.9999	0.9994	0		
19010a36-39ac-4705-8016-0d4d939d5886	18.81	https://www.youtube.com/watch?v=XtV_cdyr3Qc&t=9272	 cliqueu les digitis pelleter nits expliqui tenim format per la contrada es congelés al viena i maig miosina recollim pu	0.9621	0.9906	0		
d5ead352-9afe-47ac-99a9-b77cc1df5253	18.54	https://www.youtube.com/watch?v=VaToFN1v4QA&t=291	 hola bona tarda bé primer lloc felicitar als ponents per les intervencions han estat força interessants i amb iniciativ	1.0	0.9997	0		
e0d1c5f1-114d-4fda-817f-814ed988f3e4	6.81	https://www.youtube.com/watch?v=AuX0lMgc8EY&t=983	 l'objectiu de l'article és donar-se albardes per les víctimes ara contra la victimització secundària o reiterada	0.9997	0.9997	0		
7f07a729-04c9-4ee1-903c-8df81c50f070	20.16	https://www.youtube.com/watch?v=k7Y73Z6m6Zk&t=2493	isi del model capitalista en el qual nosaltres vivim i que la generalitat està actuant a fonamentalment als interessos d	0.9999	0.9979	0		
6c986e4e-feed-4bb8-bee5-49b0e54a378b	3.36	https://www.youtube.com/watch?v=28rVZovcRaQ&t=2820	 la nova temporada de sèsam al mitjà jove	0.9318	0.9949	0		
934a4ecb-50d3-4656-b647-0576ae7d7d13	6.33	https://www.youtube.com/watch?v=1-AqlkmIfGM&t=144	sí sóc un gat la gomera fil i l'agulla municipal davant lliçó preveure una baguet en el plenari virtual	0.9911	0.9814	0		
e1894402-3137-4531-b704-e30cbc347165	7.92	https://www.youtube.com/watch?v=257NDBRB_Hs&t=2252	 relacionada del bon resultat perdonar del delicte la sociodemogràfiques la relativa	0.9939	0.9824	0		
c08b0432-6dd4-4012-84ac-2271e495341f	8.91	https://www.youtube.com/watch?v=28rVZovcRaQ&t=3591	 peró una van endeutar i el guiarà en tot cas no es cremen lligant el procés se li va bé també és per buscar	0.3747	0.903	0		
2f37e064-1370-4f71-9f71-1f6864168d52	8.58	https://www.youtube.com/watch?v=9k3fQZo5bNk&t=73	 i hi van ser processats inclús amb un consell de guerra i això va desencadenar no una gran campanya a favor d de la lli	1.0	0.9986	0		
