clip_id	duration	yt_url	candidate_1	ground_truth_lang	notes	source
1abfa585-a4b0-4f95-823c-8603e03c5bf4	5.85	https://www.youtube.com/watch?v=vb7FGj5CbNg&t=931	 donald trump posar-se han posar-se nous reptes ells mateixos practicar nous esports i activitats	ca		random_sample
1afe06d6-7bff-4431-9502-25dc468f0608	20.16	https://www.youtube.com/watch?v=GqhhCcWJEJY&t=3367	volem mostrar tota la nostra solidaritat davant la catàstrofe humanitària que sacseja aquestes setmanes als campaments d	ca		random_sample
1be5a90c-7a8a-4e31-8d63-05075903f0b2	4.80	https://www.youtube.com/watch?v=VnCXG6w1mv8&t=6410	 la meva pregunta es molt clara i el dia desprès de t	ca		random_sample
1d2961a3-b4ba-4abe-b664-94860964f48d	19.23	https://www.youtube.com/watch?v=xdk7lxbRyrg&t=3485	 lo important és que és darrere social és corporatives segur burger amb l'estima que insti de making sense medium aquell	es		random_sample
1d7fe204-8d40-4237-8b98-19db588dc662	20.04	https://www.youtube.com/watch?v=d8AyGDWTbcs&t=3212	 el temps i una altra partida també de no va de nova aparició de dos milions i mig que el que pretén és millorar els tra	ca		random_sample
1d9301d9-9a9a-424a-bad9-9ad698a20c11	20.07	https://www.youtube.com/watch?v=gyZlKccFfro&t=2119	 la do que dita de tirar lluny queda entenem nosaltres comandia passar responsabilitzar-nos a mi m'agrada molt la visita	ca		random_sample
201265f3-b754-4908-8119-eb5ef2d57e50	4.68	https://www.youtube.com/watch?v=TfXXdlsXT6U&t=4584	 les aprofitin mires utilitzant utilitzin sobre qüestions socials atenció	ca		random_sample
23fc9012-1d24-48c9-a73e-6b82cb5a6b1f	9.45	https://www.youtube.com/watch?v=gPfSMFXX3GM&t=2113	 gira entorn dels arguments de la reconeixement internacional del dret a decidir del poble de catalunya si bé no estic d	ca	Main speaker in Catalan is translating a background speaker in English	random_sample
2831d149-2723-4ced-ac3f-3a9c90aa554a	19.92	https://www.youtube.com/watch?v=Ktfeu7vYwZQ&t=3095	 aquesta no intentant desenvolupar en diversos punts de distreure'ns districtes vinculada per exemple amb la creació d'a	ca		random_sample
2ccdd715-c1ea-49f2-9d53-59adecbd2e42	9.27	https://www.youtube.com/watch?v=JYOYClImvbY&t=20	 sóc el que reclamem per evitar un col·lapse als jutjats i un sobreesforç dels ciutadans per recuperar diners que són se	ca		random_sample
2dfadc1f-d09f-4bf1-96b1-cf1812edd675	20.10	https://www.youtube.com/watch?v=xOFFqZGDrtg&t=505	diferents projectes en la que treballem en els en el grau de mestre és o tot cas el chaparro que t'estigui o ubicada a l	ca		random_sample
2ed4a892-a6a7-4ac5-abcd-e0f44c58980e	20.10	https://www.youtube.com/watch?v=tI956CCqMso&t=1267	ahir a fer-les no s'explicaven puchol suor expedient fer a partir d'aquí i luke aula més m'ho he estat navegant de bolos	other	Two women speaking. First woman makes an introduction in Spanish and second one speaks in Catalan. Clip worth splitting later.	random_sample
377eb248-db03-4fd3-b647-0cc0b3d99a8e	20.16	https://www.youtube.com/watch?v=g_YUVhJZYXs&t=7423	a la constitució espanyola no és un dels drets molts més protegits originàriament en l'evolució dels drets fonamentals u	ca		random_sample
396b02b6-a36d-42cc-b72b-962f8be0c7c7	4.71	https://www.youtube.com/watch?v=Ku_M8dwr6JI&t=1279	 i en comptes entra en el debat a aquest nivell baix	ca	Non-native speaking good Catalan but with a bit of accent	random_sample
3c8515e8-8607-4d27-8188-733127d3e850	9.21	https://www.youtube.com/watch?v=MvhER6aF1WM&t=748	 he fet miri aquest de consolidació de continuïtat de la presentació ha anat a parar atenció al ciutadà	ca		random_sample
3e1e7c70-d454-48ec-a74a-8cf24c8df574	14.67	https://www.youtube.com/watch?v=WQfOtD-I3gU&t=2870	 de gènere des dels àmbits educatiu cultural festiu laboral d'incentivació de l'associacionisme de les dones sanitari d'	ca		random_sample
3f26863a-f22f-44bd-af9c-f98f32091f11	10.80	https://www.youtube.com/watch?v=IAKZojJYgLc&t=2434	 molí d'en xema torres gràcies senyor alcalde bé en primer en primer lloc cal dir que quan vam veure aquesta proposta la	ca	Short introduction from a second speaker followed by main speaker	random_sample
3faefed7-d8f3-4d5d-aaf8-17eeabe238bf	18.48	https://www.youtube.com/watch?v=sOevVBd-t-0&t=2300	 bé doncs es suposa que com a qualsevol partit judicial en el nostre també és un lloc de molt de pa àzim molla hi ha mol	ca		random_sample
40801687-271e-4137-b3f9-2a56430ba688	3.48	https://www.youtube.com/watch?v=Nf2dN9YX8Lc&t=96	 la cala de caragols en l'obra rosa que porta la segona planta	ca		random_sample
41d25302-9e1b-4561-8cbd-071de1f54357	3.90	https://www.youtube.com/watch?v=x0Wm_6RCpx8&t=579	 demano la paraula esteve serrano	ca		random_sample
432fc9d2-90cb-46f3-9928-fd49a67ed419	19.56	https://www.youtube.com/watch?v=HxBxQImdvbE&t=2965	articular d'ús estos temes però no la volia fer el que cualquiera que te que fer suïssos temes hi ha gent que s'hi quedi	es	Speaking Spanish but in the middle uses Catalan as quoting someone saying „fugir d‘estudi“	random_sample
433a1af9-630b-43d3-908f-0c1888c33a5d	20.16	https://www.youtube.com/watch?v=DDn11SCfySI&t=166	em feien un conjunt da d'accions que no tenen perquè donar-se totes és a dir només amb una acció una de la dels mitjans 	ca		random_sample
46af22c1-5cfa-40df-b474-0b236bfce321	5.58	https://www.youtube.com/watch?v=st5wiIMkk2s&t=961	 un cop una amiga ha votat aquesta diferenciació de termes i i parlar-ne a trobar cada representació	ca		random_sample
4c8a6dfb-e05b-4233-bf5e-dfdfbc13601d	8.22	https://www.youtube.com/watch?v=6XdVrj3yAy0&t=1398	 en el sentit modern de la paraula no fos mestre de cases sinó un sacerdot erudit resident durant molt de temps a roma	ca		random_sample
4d41a26f-53bd-4dfd-bfa0-664ff910647f	4.62	https://www.youtube.com/watch?v=VrjsxMkKHx8&t=1920	i a l'acreditació del coneixement passiu de les dues llengües oficials de canadà	ca		random_sample
4f976408-3e5f-4bf0-8320-aee723a54139	5.64	https://www.youtube.com/watch?v=6f9ePVOccQ0&t=3369	 podriem vostès poder d'alguna manera haver afavorint a	ca		random_sample
506227a6-3573-4c9b-a105-f45887abafda	17.82	https://www.youtube.com/watch?v=GRplYfBHmLM&t=844	 pel tema d' en de l'aigua potser és una gossa que estadis des de la de l'acord és té que anem a aprendre ara si l'ha fe	ca		random_sample
50694658-8c4d-48ba-ba00-fd6f3a150353	15.81	https://www.youtube.com/watch?v=elD121RZKJs&t=3210	 sabeu que s'aferren a vegades quan atracament fira es va preparar uns pícnics abonar amb tros de coca i amb un pot de m	ca		random_sample
50783084-fcf5-47ca-9a87-9088c9733234	20.16	https://www.youtube.com/watch?v=r703vgEOVl4&t=135	alguns la majoria impulsats per molt prim però també d'altres impulsats pels mateixos educadors o per voluntaris de la z	ca		random_sample
53b4c448-8e69-4e21-a4b5-abdba5ca12f6	20.07	https://www.youtube.com/watch?v=hWcGHDNXUVQ&t=5515	 federalista nen creixen provisional una causa compressor o una causa com persones impressió provisional exigir fe una f	es		random_sample
54c4690a-1712-4a32-8220-d256e16e5c0e	9.87	https://www.youtube.com/watch?v=s3wgmUAUtPE&t=9255	a espanya ni dissabte ni un euro vamos ni de casualitat i espanya la til·la que presentà un a inés alletament	ca		random_sample
6154ed5a-cf73-4c81-9d4a-3921aeb4292b	12.09	https://www.youtube.com/watch?v=sUJntIAtjVM&t=196	 el primer dia no és fàcil per ningú et trobes amb nous companys cadascú en la seva manera de treballar però moltes expe	ca	Background music but speech intelligible 	random_sample
625e1e84-9541-4b3b-9fc8-1f3052a67639	8.97	https://www.youtube.com/watch?v=U9wXNwdOE8E&t=975	 emoció escassos exigia una persecucions passada entendido com una forma de abusos i demà el trato por parte de les auto	es		random_sample
6372eadc-c577-4262-b9b7-e8aff7054194	19.98	https://www.youtube.com/watch?v=D6-G4-vJDyA&t=6627	 trabajo és iterar fedra corre por todo lo que li ha passat és la por ullà d'honor que que al final les víctimes que és 	es		random_sample
66c2fe25-4a53-4f9d-95dd-c035d02402f0	3.75	https://www.youtube.com/watch?v=76I5jK6118M&t=4786	 em motiva web o de l'enginy	es		random_sample
67d24642-ca6a-4860-9331-3acb6e06e0ba	19.95	https://www.youtube.com/watch?v=bv7q71Iz60Q&t=815	adjuntar deu web oficial una superilla sinó aquella que patia que efectivament la lluna perquè soldada síntesis dea bolq	es		random_sample
68a41718-1174-4a66-9df9-c622f0d0613d	9.87	https://www.youtube.com/watch?v=M0Xmn_32lCs&t=3487	no és el gaèlic etcètera etcètera per tant hi ha molta feina amb aquesta part en el món en el tema de l'avortament no hi	ca	Catalan real time translator. Background speech in English.	random_sample
6995ad98-b9a2-4a52-9fc5-e2c8c6677090	6.45	https://www.youtube.com/watch?v=wDonPdE7EGg&t=3189	 però en una declaració que van donar una capa d'oblit el josé i de la gala anual	es		random_sample
6b26d3cf-c615-4496-b395-c46881526faf	19.98	https://www.youtube.com/watch?v=KZUlzZIYGMo&t=1062	va de manera controlada per esdeveniments públics creiem ni ser poder lluir-se model no creiem en la privada i la munici	ca	Second speaker towards the end	random_sample
6d8923a5-8bd1-4748-82bb-9957aff157a3	10.02	https://www.youtube.com/watch?v=tuVUA-mZtJc&t=1653	és que aquesta vegetació però va ser un incendi que les quatre matinada ens va obligar lluís lava com eren les flames al	ca		random_sample
6deb48ab-3ee0-476a-b11b-b3ea257a59dd	18.60	https://www.youtube.com/watch?v=ENUcSE3d0_4&t=1367	 quina son passant ara si el decret llei a les seves solucions principals aquestes principals determinacions en primer l	ca		random_sample
6dfa477d-e49e-4a56-9576-9037083a978f	3.27	https://www.youtube.com/watch?v=iOe2VfTQ2LY&t=2363	 l'avi hola onze perquè això no es fa així	ca		random_sample
793f87c6-5418-4e15-9829-e9f334588215	20.16	https://www.youtube.com/watch?v=IEiPrsx1Zug&t=794	visca la mare no espatlla suficiente en alguns casos ensenyant i sanefes i darrere superin decorar processos a una neces	es		random_sample
79ea6610-76fc-4fd6-88b1-4551a2b587cc	19.35	https://www.youtube.com/watch?v=0Q1IeKyDFJw&t=4228	 mirar amb amb el document que comentàvem amb la cecília hui feia molt èmfasi en tot el tema de la comunicació i referin	ca		random_sample
7a1dbead-9348-41d8-9a77-caaf5e283c99	3.33	https://www.youtube.com/watch?v=iaP82xZEULw&t=50	 dades en un grup extreure mireia	ca		random_sample
81d787c5-bf16-46c9-a779-540169747933	5.76	https://www.youtube.com/watch?v=Y1zIPh8bj68&t=2991	 amb el suport de l'ajuntament molt bé gràcies per venir gràcies a tu per destaquen nosaltres reserva	ca	Two speakers	random_sample
83156ad9-7ed7-415c-a087-13e6c2d785d4	20.16	https://www.youtube.com/watch?v=642qr2mne1g&t=17399	jo estaré molt emeté ens a veure quines actuacions es fan i sobretot a ho serà a la part que ja s'ha solucionat tants es	ca		random_sample
84e300fb-da2d-4db3-bfd7-c27ae6183b07	11.07	https://www.youtube.com/watch?v=jAzX9Zb4Zb4&t=1890	 us puc fer alguna alguns seguida de consideracions generals que serien aquestes primera heu de ser a les xarxes on és a	ca		random_sample
92385fc0-41cf-45d6-ab7a-7fad40e8d0e1	12.48	https://www.youtube.com/watch?v=BP-8ZwErsao&t=118	 t'he entès l'ús ni aliats un comentari que em ve allò de mutxamel atenció en respeto a una llei contra l'evasió s'anira	es		random_sample
9b383668-17cf-4403-ac01-a9cf672173ba	19.95	https://www.youtube.com/watch?v=FJh77SSomc0&t=11956	 una esperança per al poema no per a la gente de la calle pare rossi nombre com sabem molses desesperança és esperança q	es		random_sample
9dd22d05-5206-46a2-aeee-7843d2161955	12.27	https://www.youtube.com/watch?v=Ao3ktO5bniQ&t=630	 flexible en funció de la nena que s'està fent d'una forma millor resposta als gloriosos evitar fer una incisió per tant	ca		random_sample
9df2e1b1-c403-4233-aa89-3c36decbc55e	20.16	https://www.youtube.com/watch?v=R5PRXHgo5iM&t=60	xat amb una auditoria interna una auditoria que també ha servit per portar la fiscalia dos casos impliquen funcionaris l	ca	Two speaker with clear switch at the middle of the clip	random_sample
9fd04ad6-fa82-42af-839b-9e3a6c20541c	20.16	https://www.youtube.com/watch?v=H0ijC66kwa4&t=70	ah també acollim a amb un programa específic per a nens i nens i nens i nenes més petits a d'escoles bressols llavors a 	ca		random_sample
a28a8db1-dca7-4343-b404-862d02fb28ef	3.06	https://www.youtube.com/watch?v=tzj9A2HSbgI&t=1679	 la millor política fiscal es diu la gent gran	ca		random_sample
a746b0c7-dea7-4620-b5d3-a7fba4dabc01	20.07	https://www.youtube.com/watch?v=KXrGqaPyTk0&t=587	 un dèficit en places cobertes per personal titular hi tenim actualment un quaranta per cent de places cobertes per pers	ca		random_sample
aaa0417f-2e2c-47c5-9d24-fbee58ac9ae4	12.27	https://www.youtube.com/watch?v=aaP2m81Nkw8&t=1891	 a eta això m'estava fent vosaltres sabeu millor que hi ha exemples perquè llur lloms suds jo prenc des de lleure de vos	ca		random_sample
ab04a6e9-57dc-4f06-8805-ea7711de23be	20.16	https://www.youtube.com/watch?v=360NaHONkEE&t=3153	és evident que hem de seguir lluitant de i a la diputada diaz que en donar un cop de puny i ho crec que em ve a fer que 	ca		random_sample
ae56b967-6158-4eb0-ad27-d1ca3ef1dbd0	3.21	https://www.youtube.com/watch?v=QH4YfhG9UpY&t=3776	 il·lustríssim senyor josep tarín i canalles	ca		random_sample
aedc1abb-2eee-4693-a4ac-95c2ed5f6fe1	20.13	https://www.youtube.com/watch?v=zLlDmmX6BLo&t=5688	 perquè aquesta societat està fort està funcionant només amb valors masculins i quan diem que s'ha de visibilitzar la do	ca		random_sample
b32f8f62-c077-4080-928d-a585d7897ccc	20.10	https://www.youtube.com/watch?v=GoJL-QuHNkc&t=310	llei de territori josep rull ha anat a la cantada per la llibertat cap terrassencs celebren des del catorze de novembre 	ca	Two speakers with clear switch	random_sample
b60f3878-a32e-4652-9c67-536315cfbafc	19.68	https://www.youtube.com/watch?v=50LK--g0oJw&t=9957	 segons a alsa a un estudi de l'instituto innovar fine educativa a vint-i-tres per senda als nens a espanyols pateixen a	ca	Catalan but refers to an institution by the Spanish name	random_sample
b8227a1e-c7c9-437d-8661-634886e8ed9a	20.16	https://www.youtube.com/watch?v=2VroY0DnRp8&t=1023	anna d'empatia de les habilitats socials i en concret en les conductes violentes s'incideix més en el que és alt l'autor	ca		random_sample
b93d44a5-cfd0-4361-8f61-b5d355da42e1	16.68	https://www.youtube.com/watch?v=D_01kMHfo9A&t=376	 mitges persones que han estat que han entrat una prisión diòcesi del comú com ho és a taula de salvació en la carn del 	es		random_sample
bc4acafa-41a0-4d16-a3d8-b45de956b0e6	19.98	https://www.youtube.com/watch?v=6f9ePVOccQ0&t=2232	 pera a col·laborar amb la recaptació és peix lletrut tributària de l'ajuntament feu una adjudicació a este senyor a est	ca		random_sample
bf95d794-a35a-4492-9915-d92012107df0	9.24	https://www.youtube.com/watch?v=Gcqkhd1Y1to&t=5238	 almoster és efectivament posada només tenen majoria i vostès anaven en la idea de que efectivament hem de continuar que	ca		random_sample
c22b93ad-dd94-47d6-8649-acef580b08e8	20.16	https://www.youtube.com/watch?v=k7Y73Z6m6Zk&t=8219	cal específicament als equipaments públics que creiem que és un tema de medi ambient creiem que és un tema de salut públ	ca		random_sample
c40edc80-91b2-4ebc-8e2d-1991110ffe44	18.48	https://www.youtube.com/watch?v=3RAqGavM1m0&t=7307	 a l'oficina jove sinó també la política a nivell general de les dels ajuts que la diputació concedeix dona envers la re	ca	Second speaker towards the end	random_sample
ca2f6380-fda1-4c5e-805d-60a54cd5c652	3.06	https://www.youtube.com/watch?v=MOqARxwBqFs&t=13844	 taxa de màquines expenedores vaja palol	ca		random_sample
cb1a62f7-cafd-4f84-b7c9-b35b20ac47d6	14.43	https://www.youtube.com/watch?v=SXDMV4lzkMo&t=1687	 per tant tenim cent cinquanta persones a la generalitat treballant amb estepes elegir bé té arcs posant-li suplicava av	ca		random_sample
cb4041ea-be17-4f3c-a4cb-1f27b2fdfdbd	19.62	https://www.youtube.com/watch?v=IgRA5bkKGaM&t=3569	 si una persona extremadament d'interès pels independent en el big ben net i verd simple dona guants de goma maia el ver	es		random_sample
cc1383f4-a270-4343-9012-b3d571f84a20	4.50	https://www.youtube.com/watch?v=39rRVR3zUYw&t=5508	aules del resta de grups molem entrarà sense lenin navarro	ca	Two speakers	random_sample
cf51a346-266a-44a8-8680-591e28a6051e	5.25	https://www.youtube.com/watch?v=FaTj2UkA_XY&t=132	 com es pot fer tot això de viena d'ajudar el contacte ens agrada element de la gent	ca		random_sample
d3575b44-e06d-47d8-89c0-41e3c03835db	6.78	https://www.youtube.com/watch?v=I1u8iZgYSfs&t=2052	 però i no era i és on més m'he colors chicos estos tendrien que bashar bagà esco	es		random_sample
d541383e-ba58-4569-a819-dfcfcbae9695	16.29	https://www.youtube.com/watch?v=l8-tdRCkmEc&t=4539	el tren determino el futuro de monges estacionades viladecans no tu estación desgraciadament té aquelles que estaven en 	es		random_sample
d670acfc-33fe-4974-8492-2cc4c1e5ff65	8.91	https://www.youtube.com/watch?v=cJC03f9Sa-0&t=4675	perquè doncs perquè és massa temptadora la transparència per poder també dir nosaltres som millors i aquí acabo gràcies	ca		random_sample
d6b37d93-eb4c-44a0-89e0-c36e562c9c6f	20.16	https://www.youtube.com/watch?v=L6hmtwPDbMU&t=1766	edat en espanyols i estrangers en tot tipus d'infraccions i sense diferents i sense diferències a pel que fa a la relaci	ca		random_sample
dbb70adc-4a8f-4482-a0bb-82aa9721d11b	8.13	https://www.youtube.com/watch?v=nvI3Zt85-Wo&t=411	 edificis de bon tros com aquests recursos podem alterar de manera solucionar-los interna o externament	ca		random_sample
dd0bee6a-32de-4cad-8c97-6e1442ba5ed2	19.50	https://www.youtube.com/watch?v=sQe2fU1PvyQ&t=3174	necessitar neons d'escenificació en què se serveix de to com rossor entiendo ramadi vendré a l'estat per fruitant integr	es		random_sample
dfd7efbb-a0d1-45ee-aa09-5eeeac4f0849	19.89	https://www.youtube.com/watch?v=urFZoI7yj60&t=691	de moment la motivació que hauria de ser principal és a levitar la victimització secundària que segons ens explicà la no	ca		random_sample
e95a0087-2755-4bdb-a72a-237b89bc126d	20.13	https://www.youtube.com/watch?v=0Q1IeKyDFJw&t=7052	 ada a ella de l'avaluació de la recercada al programa en viu a la zona de presentar els resultats i ho farà els seus el	ca		random_sample
e9c091fc-daaf-4218-a410-2e4613c2ae3b	3.15	https://www.youtube.com/watch?v=Ttyr9X5z_kY&t=711	necessitats diferents en el llibre aquell pop art	es		random_sample
ea64f4d9-2ee8-4b42-9b33-d4d5a9ef0c01	6.69	https://www.youtube.com/watch?v=I4scgf8w7Ko&t=315	monells és ho acabo de desencallar el tema del debat i perquè no pot patir inicialment	es		random_sample
f03f308e-6f15-48b2-b734-1e13db975820	16.41	https://www.youtube.com/watch?v=koNk4WSChvc&t=2472	 treballar aquestes qüestions més inconscients i antropologia de fons i d'expectatives exagerades sobre que el dolor és 	ca		random_sample
f1a21cb1-fdae-46aa-ad60-5ed230900d57	15.27	https://www.youtube.com/watch?v=y2Ei-8Q8Krk&t=959	 conseller en aquest cas de que va fer l'assenyalament què dic ostres quanta raó no de dir que per molts anys es diguin 	ca		random_sample
f58b0bde-a46b-4999-a1bc-abf9b8f071fb	20.16	https://www.youtube.com/watch?v=R7FBoMnkV4M&t=2126	comentant la situació de qui n'és la seva situació perquè sabem perfectament que una ona a donar alguna gestió a incorre	ca		random_sample
f7c31305-2c8d-4aae-a8f4-87e3e40a391e	14.70	https://www.youtube.com/watch?v=6dMa6X4P9Ko&t=108	 és el cas d'aquesta re jornada d'avui reflexionar debatre i aportar coneixement sobre un dels temes més importants que 	ca		random_sample
f99b80f9-1e0c-47e7-9507-914b36656614	18.90	https://www.youtube.com/watch?v=wZrAvCYJAg8&t=6505	el masnou de ser de passada directe funcionant als titulars dels òrgans directius de l'ajuntament del masnou classificat	ca		random_sample
faef4e76-f704-44e7-be5b-a348a179a1d7	14.16	https://www.youtube.com/watch?v=I4scgf8w7Ko&t=769	 entendemos que poden produir-se beneficies als diaris a medio i largo plaga i contribuir a revertir la inseguretat i lo	es		random_sample
fbcd0ce6-e3ae-4a4d-ba69-fdd8ff63110f	8.19	https://www.youtube.com/watch?v=nH-X6t8xOgQ&t=3318	 ens farà perdedors ens farà frustrats i deprimits vostè no s'han trobat mai en una reunió	ca		random_sample
0000d405-53ab-4c82-acf6-478aba78eafb	10.77	https://www.youtube.com/watch?v=DOr8eklvE50&t=2941	 emmagatzemades per on m'han arribat a alcudia de podria ser una manera de regenerar mentalitats podria també ser una mo			flagged_irrelevant_local
00020c17-3cfc-45d9-a99e-743fb4ef376e	18.75	https://www.youtube.com/watch?v=l8-tdRCkmEc&t=1734	 en esta legislatura podrem os la lupa en una associació que tiene culla presidente tiene la sénia social és un domicili			flagged_irrelevant_local
0004fb86-3853-415e-9062-30aa63afe0d1	14.37	https://www.youtube.com/watch?v=UaYIDXFqjsE&t=3596	ell ho fa sense pecar de pageses és technology en l'onda han de guardar pibe envair havien sé on ho fas en llet vi mifa 			flagged_irrelevant_local
000a4693-3f6f-44b3-97f6-1dac65a71588	14.22	https://www.youtube.com/watch?v=InbF_3tUiH8&t=3869	 no sumeris eludirien inventada gaudir-lo penal de amorà villa bladé si es dóna el pit bambú intel·lectuals ja ninguna r			flagged_irrelevant_local
000ab39a-eb31-4f12-8c94-31b1fd06b6b4	6.18	https://www.youtube.com/watch?v=tzj9A2HSbgI&t=3755	però a sabadell que plató els deures ben fets no aquests eren ganes urgents si			flagged_irrelevant_local
00274210-9d7f-424b-be41-5de202dd38ad	3.54	https://www.youtube.com/watch?v=RBvlnV2vlEM&t=894	 jo no era saber com es missatger un vi todo el mundo abc			flagged_irrelevant_local
003951be-9790-4cf8-b455-30265b798fdf	20.16	https://www.youtube.com/watch?v=1a1oi73ckhs&t=2242	personal com un àmbit o de aprendizaje cuesta de trabajo i un hàbitat aprenent a fer que se puede encontrar a gaceta enf			flagged_irrelevant_local
00429220-03ad-4207-96cf-2acb4568a33b	19.62	https://www.youtube.com/watch?v=vsbZ4Yc8lWE&t=254	 per a que no trobo cap a tonto que simplifica i jo de coet decidu perquè claro aquí eh que pobra fue panyol tin aquest 			flagged_irrelevant_local
0046ef6e-b8f6-4194-ad00-852197384f6b	6.6	https://www.youtube.com/watch?v=vxJN1uANvHY&t=1020	 el dia quinze ullà l'oremus también no de les situaciones sobre de la caixa			flagged_irrelevant_local
004be1ce-4eba-484a-88a9-a87750699580	20.01	https://www.youtube.com/watch?v=hwAr0PC48_8&t=10249	 algun perpetua una pregunta feia bé peró no contestava pregunteu hebreu italià dòcil regidor sí però anem a vore per a 			flagged_irrelevant_local
004e8f2b-1d59-40b5-85e2-d7f492046259	20.1	https://www.youtube.com/watch?v=s3wgmUAUtPE&t=8076	 diga'm pal·liaren d'ordre quatre cinc anys i summer una qüestió que els països del nord d'europa és d'anar a votar per 			flagged_irrelevant_local
0050419c-373e-4564-ba95-40efbc3a8ad2	9.36	https://www.youtube.com/watch?v=DKv-JQVSog4&t=1603	 a tothom i en la primera és el futur ni bonaparte noucasada d'orinar primera d'esmorzar muntar els escenaris de confian			flagged_irrelevant_local
005109fa-d315-4e9c-8152-c098fdd51583	16.53	https://www.youtube.com/watch?v=XUT0IF9pWTE&t=1613	rna bé i sobretot a raider preferir mitocondrial d'eua contra a l'usuari efímer la vall interna materialitzar la línia c			flagged_irrelevant_local
0053457e-acc6-47fc-b8b6-5322dcec3a80	19.95	https://www.youtube.com/watch?v=q7rpev-l34g&t=671	 i en ell la prevalència general l'àrea o perquè és deixar-lo que aquí el meu ésser firareus asexual és infinit allo pre			flagged_irrelevant_local
0053e13c-c67f-46e0-b82c-01d85e25bd17	10.8	https://www.youtube.com/watch?v=IczeNZFVeMM&t=2407	 vol enviar un informe jurídic però voro aparten el comerç el de màrqueting comunicació el que s'hauria on no s'hauria d			flagged_irrelevant_local
0056f3f7-2fc9-43ea-903e-fd2c351a8c09	20.04	https://www.youtube.com/watch?v=SMcK9_HVgt4&t=3181	 els nostres ehem és sistemes corporals estan molt més actius a durant el dia i més eli targa dos durant l'anunci és o s			flagged_irrelevant_local
0063a267-2c96-46c6-a276-15afe9cd3453	12.09	https://www.youtube.com/watch?v=oTFADcRA7do&t=1831	 la cort penal internacional post ambient tiene su surt regulacions ell en el termini més regulació ni l'estatut oien hi			flagged_irrelevant_local
006c4ea3-60f3-4104-ada4-66bd25dbb552	15.66	https://www.youtube.com/watch?v=NUe1jOO6dco&t=1443	 fer caros però fem-la augmento que tenidor les artes martí l'ésser l'interès dels adolescents esporles arter martian i 			flagged_irrelevant_local
0081bf7b-3c48-4c4d-8427-fb932aaea09a	20.16	https://www.youtube.com/watch?v=ZPNKkSLA1Oo&t=1106	e valorar aspectos que són les que se valorant proseguir pòster nikos alhora és ben real i faré l'ésser infermer pronost			flagged_irrelevant_local
00852c4a-ba4d-4c2a-8c0c-f5c1fa891d2a	9.03	https://www.youtube.com/watch?v=wAmJeLxDZd4&t=885	 si volies icona jo havia de muntar mostra círculos firenze lugano segons adam algú panorama l'hoquei a més estava busca			flagged_irrelevant_local
